c at_least_1_color
1 2 3 4 5 6 0
7 8 9 10 11 12 0
13 14 15 16 17 18 0
19 20 21 22 23 24 0
25 26 27 28 29 30 0
31 32 33 34 35 36 0
37 38 39 40 41 42 0
43 44 45 46 47 48 0
49 50 51 52 53 54 0
c at_most_1_color
-487 -55 -491 0
-487 -55 -492 0
-416 -56 452 0
-416 -56 488 0
-416 -56 -415 0
-416 -56 -417 0
-416 -56 -418 0
-416 -56 -419 0
-416 -56 -420 0
-452 -56 416 0
-452 -56 488 0
-452 -56 -451 0
-452 -56 -453 0
-452 -56 -454 0
-452 -56 -455 0
-452 -56 -456 0
-488 -56 416 0
-488 -56 452 0
-488 -56 -487 0
-488 -56 -489 0
-488 -56 -490 0
-488 -56 -491 0
-488 -56 -492 0
-417 -57 452 0
-417 -57 488 0
-417 -57 -415 0
-417 -57 -416 0
-417 -57 -418 0
-417 -57 -419 0
-417 -57 -420 0
-453 -57 416 0
-453 -57 488 0
-453 -57 -451 0
-453 -57 -452 0
-453 -57 -454 0
-453 -57 -455 0
-453 -57 -456 0
-489 -57 416 0
-489 -57 452 0
-489 -57 -487 0
-489 -57 -488 0
-489 -57 -490 0
-489 -57 -491 0
-489 -57 -492 0
-418 -58 452 0
-418 -58 488 0
-418 -58 -415 0
-418 -58 -416 0
-418 -58 -417 0
-418 -58 -419 0
-418 -58 -420 0
-454 -58 416 0
-454 -58 488 0
-454 -58 -451 0
-454 -58 -452 0
-454 -58 -453 0
-454 -58 -455 0
-454 -58 -456 0
-490 -58 416 0
-490 -58 452 0
-490 -58 -487 0
-490 -58 -488 0
-490 -58 -489 0
-490 -58 -491 0
-490 -58 -492 0
-419 -59 452 0
-419 -59 488 0
-419 -59 -415 0
-419 -59 -416 0
-419 -59 -417 0
-419 -59 -418 0
-419 -59 -420 0
-455 -59 416 0
-455 -59 488 0
-455 -59 -451 0
-455 -59 -452 0
-455 -59 -453 0
-455 -59 -454 0
-455 -59 -456 0
-491 -59 416 0
-491 -59 452 0
-491 -59 -487 0
-491 -59 -488 0
-491 -59 -489 0
-491 -59 -490 0
-491 -59 -492 0
-420 -60 452 0
-420 -60 488 0
-420 -60 -415 0
-420 -60 -416 0
-420 -60 -417 0
-420 -60 -418 0
-420 -60 -419 0
-456 -60 416 0
-456 -60 488 0
-456 -60 -451 0
-456 -60 -452 0
-456 -60 -453 0
-456 -60 -454 0
-456 -60 -455 0
-492 -60 416 0
-492 -60 452 0
-492 -60 -487 0
-492 -60 -488 0
-492 -60 -489 0
-492 -60 -490 0
-492 -60 -491 0
c at_least_1_transition_from_any_state
61 97 133 62 98 134 63 99 135 64 100 136 65 101 137 66 102 138 0
169 205 241 170 206 242 171 207 243 172 208 244 173 209 245 174 210 246 0
277 313 349 278 314 350 279 315 351 280 316 352 281 317 353 282 318 354 0
385 421 457 386 422 458 387 423 459 388 424 460 389 425 461 390 426 462 0
73 109 145 74 110 146 75 111 147 76 112 148 77 113 149 78 114 150 0
181 217 253 182 218 254 183 219 255 184 220 256 185 221 257 186 222 258 0
289 325 361 290 326 362 291 327 363 292 328 364 293 329 365 294 330 366 0
397 433 469 398 434 470 399 435 471 400 436 472 401 437 473 402 438 474 0
79 115 151 80 116 152 81 117 153 82 118 154 83 119 155 84 120 156 0
187 223 259 188 224 260 189 225 261 190 226 262 191 227 263 192 228 264 0
295 331 367 296 332 368 297 333 369 298 334 370 299 335 371 300 336 372 0
403 439 475 404 440 476 405 441 477 406 442 478 407 443 479 408 444 480 0
85 121 157 86 122 158 87 123 159 88 124 160 89 125 161 90 126 162 0
193 229 265 194 230 266 195 231 267 196 232 268 197 233 269 198 234 270 0
301 337 373 302 338 374 303 339 375 304 340 376 305 341 377 306 342 378 0
409 445 481 410 446 482 411 447 483 412 448 484 413 449 485 414 450 486 0
91 127 163 92 128 164 93 129 165 94 130 166 95 131 167 96 132 168 0
199 235 271 200 236 272 201 237 273 202 238 274 203 239 275 204 240 276 0
307 343 379 308 344 380 309 345 381 310 346 382 311 347 383 312 348 384 0
415 451 487 416 452 488 417 453 489 418 454 490 419 455 491 420 456 492 0
c rejected_state_has_no_children
-67 0
-103 0
-139 0
-175 0
-211 0
-247 0
-283 0
-319 0
-355 0
-391 0
-427 0
-463 0
-68 0
-104 0
-140 0
-176 0
-212 0
-248 0
-284 0
-320 0
-356 0
-392 0
-428 0
-464 0
-69 0
-105 0
-141 0
-177 0
-213 0
-249 0
-285 0
-321 0
-357 0
-393 0
-429 0
-465 0
-70 0
-106 0
-142 0
-178 0
-214 0
-250 0
-286 0
-322 0
-358 0
-394 0
-430 0
-466 0
-71 0
-107 0
-143 0
-179 0
-215 0
-251 0
-287 0
-323 0
-359 0
-395 0
-431 0
-467 0
-72 0
-108 0
-144 0
-180 0
-216 0
-252 0
-288 0
-324 0
-360 0
-396 0
-432 0
-468 0
p cnf 492 16220
